url,title,asin,price,brand,product_details,breadcrumbs,images_list,Outer Material,Inner Material,Sole,Closure,Heel Height,Heel Type,Shoe Width
https://www.amazon.co.uk/dp/B08BLP231K,"Geox Jr Sandal Strada B Fisherman, Brown Red, 2.5 UK Child",B08BLP231K,£50.00,Visit the Geox Store,"Package Dimensions: 
31.2 x 21.4 x 11.4 cm; 820 Grams


Date First Available: 
22 Jun. 2020


Manufacturer: 
Geox


ASIN: 
B08BLP231K


Item model number: 
J1524B02214


Country of origin: 
Vietnam


Department: 
Boy's","['Shoes', ""Boys' Shoes"", 'Sandals']","https://m.media-amazon.com/images/I/41OuvqjhaqL.jpg, https://m.media-amazon.com/images/I/51zt+Bb48FL.jpg, https://m.media-amazon.com/images/I/51EXdVtkpAL.jpg, https://m.media-amazon.com/images/I/41u3T2DxWkL.jpg, https://m.media-amazon.com/images/I/41ZOt3pgbSL.jpg, https://m.media-amazon.com/images/I/41FEYlXQNFL.jpg, https://m.media-amazon.com/images/I/41Nqt4ULBUL.jpg",Synthetic,Synthetic,Rubber,Strap,2 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B012DS5U2Y,Reebok Men's NPC Ii Fashion Sneaker,B012DS5U2Y,£47.00 - £156.93,Visit the Reebok Store,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
1 x 1 x 1 cm; 340.19 Grams


Date First Available: 
8 Feb. 2016


Manufacturer: 
Reebok


ASIN: 
B00XJYHWU0


Item model number: 
889131332620


Department: 
Boy's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31Q5ITz9A1L.jpg, https://m.media-amazon.com/images/I/31zTqnl8B1L.jpg, https://m.media-amazon.com/images/I/31cJeqWHkXL.jpg, https://m.media-amazon.com/images/I/31VChOZlUvL.jpg, https://m.media-amazon.com/images/I/31tZwWe46cL.jpg, https://m.media-amazon.com/images/I/312gwJ-AfwL.jpg, https://m.media-amazon.com/images/I/31aftLNUgNL.jpg",Leather,Manmade,Rubber,Lace-Up,1 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B01GRUZWAO,Geox Women's D Sfinge a Fashion Sneaker,B01GRUZWAO,£64.95 - £117.00,Visit the Geox Store,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
31.2 x 22.6 x 11 cm; 340.19 Grams


Date First Available: 
8 Aug. 2016


Manufacturer: 
Geox


ASIN: 
B01C5171VC


Item model number: 
D642NA


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41nClsGThtL.jpg, https://m.media-amazon.com/images/I/41wk9QjiMnL.jpg, https://m.media-amazon.com/images/I/41BPdM1ttRL.jpg, https://m.media-amazon.com/images/I/41bb40A9iYL.jpg, https://m.media-amazon.com/images/I/41u0DuohyDL.jpg, https://m.media-amazon.com/images/I/41wZ7aDasSL.jpg, https://m.media-amazon.com/images/I/41qjIMKAX+L.jpg",Leather,Mesh,Ethylene Vinyl Acetate,Lace-Up,3.5 centimetres,Flat,Medium womens_us
https://www.amazon.co.uk/dp/B08635QDSF,HROYL Girls Dance Shoes Satin Latin/Chacha/Samba/Modern/Jazz Dance Shoes Ballroom 206,B08635QDSF,£25.99 - £28.99,Visit the HROYL Store,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
17.4 x 6.4 x 10 cm; 145.15 Grams


Date First Available: 
7 Mar. 2017


ASIN: 
B01J76Z3KE


Item model number: 
I-206-Black-25


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes']","https://m.media-amazon.com/images/I/41u3nswtlAL.jpg, https://m.media-amazon.com/images/I/41+6R69avQL.jpg, https://m.media-amazon.com/images/I/51ZZf46pd2L.jpg, https://m.media-amazon.com/images/I/511Wct8kR9L.jpg, https://m.media-amazon.com/images/I/51MuvpcOhOL.jpg, https://m.media-amazon.com/images/I/51-7HmsLJLL.jpg, https://m.media-amazon.com/images/I/51BgT0jdDTL.jpg",Satin,Manmade,Synthetic,Buckle,3.5 centimetres,Block,Normal
https://www.amazon.co.uk/dp/B07T26WQF5,adidas Originals Men's Superstar Foundation Sneaker,B07T26WQF5,£27.50 - £214.11,adidas Originals,"Product Dimensions: 
30 x 35 x 20 cm; 200 Grams


Date First Available: 
18 Nov. 2019


Manufacturer: 
adidas


ASIN: 
B0813VB74R


Item model number: 
EG4960


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31PV8FxA9hL.jpg, https://m.media-amazon.com/images/I/31rM6XZH+mL.jpg, https://m.media-amazon.com/images/I/31TK9uSOD8L.jpg, https://m.media-amazon.com/images/I/31O-VlY70-L.jpg, https://m.media-amazon.com/images/I/31JvxRZkABL.jpg, https://m.media-amazon.com/images/I/31srUKGhBlL.jpg, https://m.media-amazon.com/images/I/31ZDmA7TNoL.jpg",Synthetic,Manmade,Rubber,Lace-Up,1 centimetres,Flat,Normale
https://www.amazon.co.uk/dp/B084DQPC13,Clarks Men's Bayhill Plain Oxford,B084DQPC13,£28.02 - £90.84,Visit the Clarks Store,"Product Dimensions: 
30 x 20 x 10 cm; 860 Grams


Date First Available: 
28 Sept. 2020


Manufacturer: 
Clarks


ASIN: 
B08JQFGBKS


Item model number: 
261531758


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Lace-ups']","https://m.media-amazon.com/images/I/31B4LeV-WbL.jpg, https://m.media-amazon.com/images/I/412jkzCjB6L.jpg, https://m.media-amazon.com/images/I/41-HU6rtq5L.jpg, https://m.media-amazon.com/images/I/31wSdYxy+eL.jpg, https://m.media-amazon.com/images/I/31qVaT2nYYL.jpg, https://m.media-amazon.com/images/I/31fW4B5Hu7L.jpg, https://m.media-amazon.com/images/I/31Wr27F2MAL.jpg",Nubuck Leather,Manmade,Leather and rubber,Lace-Up,1 centimetres,Flat,Wide
https://www.amazon.co.uk/dp/B00307JJR0,"Capezio Websneaker, Girls’ Casual",B00307JJR0,£36.40 - £49.00,Capezio,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
23.8 x 14.6 x 9.2 cm; 458.13 Grams


Date First Available: 
28 Sept. 2010


Manufacturer: 
Capezio


ASIN: 
B002ZMTUL6


Item model number: 
S000DS19C0MPAT125


Department: 
Girl's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes']","https://m.media-amazon.com/images/I/41Vt3Tj1QKL.jpg, https://m.media-amazon.com/images/I/41riQrO0ohL.jpg, https://m.media-amazon.com/images/I/41lrVmFhYJL.jpg, https://m.media-amazon.com/images/I/31Ll2xhEXkL.jpg, https://m.media-amazon.com/images/I/31ZPOr8r-iL.jpg, https://m.media-amazon.com/images/I/31D2vzKr-bL.jpg, https://m.media-amazon.com/images/I/51UJMw+OZmL.jpg",Mesh,Manmade,Polyurethane,Lace-Up,1 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B07TVF6ZBP,Skechers Women's Ultra Groove Trainers,B07TVF6ZBP,£40.31 - £199.90,Visit the Skechers Store,"Batteries: 
1 Unknown batteries required.


Is Discontinued By Manufacturer: 
No


Date First Available: 
9 Sept. 2019


Manufacturer: 
Skechers


ASIN: 
B07TTDKR5L


Item model number: 
149019


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/4105lS5DErL.jpg, https://m.media-amazon.com/images/I/41Ao60M9swL.jpg, https://m.media-amazon.com/images/I/41vFoI9bGjL.jpg, https://m.media-amazon.com/images/I/31D7xyC46rL.jpg, https://m.media-amazon.com/images/I/31eewoLkYWL.jpg, https://m.media-amazon.com/images/I/41+7Sbi3ylL.jpg, https://m.media-amazon.com/images/I/41nXEm1EipL.jpg",Synthetic,Textile,EVA,Lace-Up,45,No Heel,Medium
https://www.amazon.co.uk/dp/B07W6S18DB,"Rieker Women Low Shoes, Loafers L2327, Ladies Low-Tops,Removable Insole",B07W6S18DB,£29.39 - £41.35,Rieker,"Package Dimensions: 
32.2 x 17.2 x 11.6 cm; 600 Grams


Date First Available: 
8 Aug. 2019


Manufacturer: 
Rieker


ASIN: 
B07W6S16VZ


Item model number: 
L2327


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Flat Shoes', 'Loafers & Moccasins']","https://m.media-amazon.com/images/I/41IyKyn39IL.jpg, https://m.media-amazon.com/images/I/41H0mKED6DL.jpg, https://m.media-amazon.com/images/I/31EfSTJwvnL.jpg, https://m.media-amazon.com/images/I/31do7yetmuL.jpg, https://m.media-amazon.com/images/I/41aoDZ-yWLL.jpg, https://m.media-amazon.com/images/I/41oKiyT8YKL.jpg, https://m.media-amazon.com/images/I/4164t8o2+6L.jpg",Synthetic,Manmade,Synthetic,Lace-Up,3.5 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B09C8C5T8K,Walk Shoes Women Athletic Casual Tennis Sneakers Lace Up Walking Shoes Striped Pattern Autumn Loafers,B09C8C5T8K,£17.68 - £18.28,JYC Store,"Date First Available: 
10 Aug. 2021


Manufacturer: 
zhjk598


ASIN: 
B09C8B5L7H


Item model number: 
women sandals clearance


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41+GJL894TS.jpg, https://m.media-amazon.com/images/I/61p6xGBYBUS.jpg, https://m.media-amazon.com/images/I/611-z94F6pS.jpg, https://m.media-amazon.com/images/I/61R4I7CeCZS.jpg, https://m.media-amazon.com/images/I/51CPIGt9ewS.jpg, https://m.media-amazon.com/images/I/5186i6L8P9S.jpg, https://m.media-amazon.com/images/I/41i3VF92QXL.jpg","Canvas, boys trainers, badminton shoes, women's walking shoes, running shoes for wome","Wedge, pointed-toe, women's slippers, white trainers women",Rubber,"Lace-Up, Pull On, Hook & Loop",1.5 centimetres,Low,Medium
https://www.amazon.co.uk/dp/B08J7ZXK8C,IGI&Co Men's Urt 71131 Oxford,B08J7ZXK8C,£17.96 - £78.72,IGI&Co,"Package Dimensions: 
33.5 x 20 x 13 cm; 890 Grams


Date First Available: 
16 Sept. 2020


Manufacturer: 
IMAC S.P.A. - Divisione IGI


ASIN: 
B08J8145G4


Item model number: 
7113111


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Lace-ups']","https://m.media-amazon.com/images/I/41TJYpNDhcL.jpg, https://m.media-amazon.com/images/I/41fHDa7rR4L.jpg, https://m.media-amazon.com/images/I/41SM1QErOXL.jpg, https://m.media-amazon.com/images/I/31voIphEKbL.jpg, https://m.media-amazon.com/images/I/313CoZWNmwL.jpg, https://m.media-amazon.com/images/I/31MwvY5mpeL.jpg, https://m.media-amazon.com/images/I/41djag9UkIL.jpg",Synthetic,Manmade,Synthetic,Lace-Up,0.5 centimetres,Flat,Normale
https://www.amazon.co.uk/dp/B0743BKHVW,Jamron Men's Suede Leather Penny Loafers Comfort Driving Shoes Moccasin Slippers,B0743BKHVW,£29.90 - £30.90,Visit the Jamron Store,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
29 x 9.5 x 8 cm; 480 Grams


Date First Available: 
3 April 2017


ASIN: 
B01E1CIZ8G


Item model number: 
S2088-23


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Loafers & Moccasins']","https://m.media-amazon.com/images/I/51MkgEHu8tL.jpg, https://m.media-amazon.com/images/I/41EppO8jKFL.jpg, https://m.media-amazon.com/images/I/41gVQ6qrlbL.jpg, https://m.media-amazon.com/images/I/61vMSwkRDyL.jpg, https://m.media-amazon.com/images/I/51a6ps5JDSL.jpg, https://m.media-amazon.com/images/I/51KAhdGMCQL.jpg, https://m.media-amazon.com/images/I/516UbQuxp+L.jpg",Suede Leather,Leather,Rubber,Pull On,1 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B08Q4DR8PW,Clarks Women's Layton Step Sneaker,B08Q4DR8PW,£65.00 - £69.00,Visit the Clarks Store,"Package Dimensions: 
28.4 x 18.6 x 11 cm; 580 Grams


Date First Available: 
16 Dec. 2020


Manufacturer: 
Clarks


ASIN: 
B08Q4DR8PW


Item model number: 
261626254


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31L30W7UhCL.jpg, https://m.media-amazon.com/images/I/31o7ieHkMGL.jpg, https://m.media-amazon.com/images/I/41M2Fevs0AL.jpg, https://m.media-amazon.com/images/I/11iGBJSePGL.jpg, https://m.media-amazon.com/images/I/31y1FTry2pL.jpg, https://m.media-amazon.com/images/I/31AIuTQt7OL.jpg, https://m.media-amazon.com/images/I/31OTppaUDPL.jpg",Smooth Leather,Manmade,Ethylene Vinyl Acetate,Zip,2 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B0824HNXX5,MARCO TOZZI Women's 2-2-23754-35 Sneaker,B0824HNXX5,£29.12 - £56.85,Marco Tozzi,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
31.39 x 21.89 x 10.19 cm; 910 Grams


Date First Available: 
29 Nov. 2019


Manufacturer: 
MARCO TOZZI Shoes GmbH & Co. KG


ASIN: 
B0824HBC9D


Item model number: 
2-2-23754-35 611


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41g4MQxA8AL.jpg, https://m.media-amazon.com/images/I/41RP1eJKcqL.jpg, https://m.media-amazon.com/images/I/41vqn9xsEML.jpg, https://m.media-amazon.com/images/I/41Dg8q6URqL.jpg, https://m.media-amazon.com/images/I/31we6giAQ-L.jpg",Material mix made from leather and textile,Material mix of textile and synthetic,Synthetic,Lace-Up,4 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B01ENA48S2,T.U.K. Shoes Burgundy Rub-Off Monk Buckle Pointed Creepers 3 UK,B01ENA48S2,£77.00,T.U.K. Shoes,"Package Dimensions: 
30.23 x 19.05 x 11.43 cm; 1.16 Kilograms


Date First Available: 
22 Sept. 2016


Manufacturer: 
T.U.K.


ASIN: 
B01ENA48S2


Item model number: 
A9155


Country of origin: 
China


Department: 
Boy's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41NTacc4AgL.jpg, https://m.media-amazon.com/images/I/41d1WEhR6sL.jpg, https://m.media-amazon.com/images/I/41YSGeMUsdL.jpg, https://m.media-amazon.com/images/I/41AzeeUhO3L.jpg",Leather,Textile,Rubber,Buckle,2 centimetres,Flat,Normale
https://www.amazon.co.uk/dp/B08868TDGH,Skechers womens 155090 Skecher Street Women's Uno - Sky Pop Size:,B08868TDGH,£48.08 - £142.79,Visit the Skechers Store,"Package Dimensions: 
32.99 x 21.59 x 12.19 cm; 1.02 Kilograms


Date First Available: 
6 May 2020


Manufacturer: 
Skechers


ASIN: 
B0885XTG44


Item model number: 
155089


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41LUtoTh2VL.jpg, https://m.media-amazon.com/images/I/41LoB7MxIoL.jpg, https://m.media-amazon.com/images/I/31-3I9AK5WL.jpg, https://m.media-amazon.com/images/I/313hiJXJBEL.jpg, https://m.media-amazon.com/images/I/31v92vL79nL.jpg, https://m.media-amazon.com/images/I/41RDqH5MAFL.jpg, https://m.media-amazon.com/images/I/412GkKHVIBL.jpg",Suede,Suede,Suede,Lace-Up,1 centimetres,Platform,Medium
https://www.amazon.co.uk/dp/B07F3YBJJC,Legero Women's Tanaro Trainer,B07F3YBJJC,£45.57 - £90.00,Legero,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
31.4 x 19.4 x 10.8 cm; 660 Grams


Date First Available: 
11 Jan. 2017


Manufacturer: 
Legero


ASIN: 
B01LYGNALD


Item model number: 
0800823


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31WTUI615GL.jpg, https://m.media-amazon.com/images/I/31BPferGiiL.jpg, https://m.media-amazon.com/images/I/41jYV+fyl3L.jpg, https://m.media-amazon.com/images/I/317EUxDO6tL.jpg, https://m.media-amazon.com/images/I/31GlOrUF01L.jpg, https://m.media-amazon.com/images/I/31Ptox+WC5L.jpg, https://m.media-amazon.com/images/I/31123jUVrqL.jpg",NAPPALEDER,Textile lining,Synthetic,Lace-Up,2 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B07LFVV6R2,Geox J Snake.2 Boy a Low-Top Sneakers,B07LFVV6R2,£29.76 - £100.25,Visit the Geox Store,"Package Dimensions: 
25.65 x 18.8 x 9.4 cm; 498.95 Grams


Date First Available: 
10 Aug. 2019


Manufacturer: 
Geox


ASIN: 
B07TWMZBM6


Item model number: 
J94ABA022CL


Department: 
Boy's","['Shoes', ""Boys' Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31nhErfcm6L.jpg, https://m.media-amazon.com/images/I/41-DZ4+SQ7L.jpg, https://m.media-amazon.com/images/I/41vaJEkS4pL.jpg, https://m.media-amazon.com/images/I/31+BTdrVslL.jpg, https://m.media-amazon.com/images/I/31B0qUWs3fL.jpg, https://m.media-amazon.com/images/I/314+Fg4ZkPL.jpg, https://m.media-amazon.com/images/I/41sbRiIGIaL.jpg",Smooth Leather,Synthetic,Rubber,Strap + Elastic Lace,3 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B071HBYHQL,ECCO Men's Offroad Hiking Sandals,B071HBYHQL,£43.99 - £237.43,Visit the ECCO Store,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
35 x 21.41 x 13 cm; 368.54 Grams


Date First Available: 
3 Nov. 2009


Manufacturer: 
Ecco


ASIN: 
B000NIF30G


Item model number: 
06956450034


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Sports & Outdoor Sandals']","https://m.media-amazon.com/images/I/41M6vFDgXoL.jpg, https://m.media-amazon.com/images/I/41CGNwP4zBL.jpg, https://m.media-amazon.com/images/I/41ZwiHqlUrL.jpg, https://m.media-amazon.com/images/I/31EFGAwapSL.jpg, https://m.media-amazon.com/images/I/31WRZZZa-eL.jpg, https://m.media-amazon.com/images/I/31phKhyz67L.jpg, https://m.media-amazon.com/images/I/41Fx5xulj-L.jpg",Leather,Synthetic Fabric,Bast,Hook & Loop,2 centimetres,Flat,"Normal mens_us, Normal unisex_eu"
https://www.amazon.co.uk/dp/B07KMBKYNP,Merrell Men's Alpine Sneaker,B07KMBKYNP,£32.34 - £179.78,Visit the Merrell Store,"Product Dimensions: 
25.4 x 38.1 x 15.24 cm; 368.54 Grams


Date First Available: 
16 Nov. 2018


Manufacturer: 
Merrell


ASIN: 
B07KMBDZL9


Item model number: 
J16695


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41jXd-oaiML.jpg, https://m.media-amazon.com/images/I/41mx1ERobEL.jpg, https://m.media-amazon.com/images/I/31mPNGYpDpL.jpg, https://m.media-amazon.com/images/I/31tC61iMUeL.jpg, https://m.media-amazon.com/images/I/31JDefaT9JL.jpg, https://m.media-amazon.com/images/I/3109Ps11ylL.jpg, https://m.media-amazon.com/images/I/410NyurnIgL.jpg","Fabric,Leather - Suede",Fabric,Rubber,Lace-Up,1 inches,low-heel,M
https://www.amazon.co.uk/dp/B07P6FJHHF,Rieker Women's Damen Halbschuhe 53715 Low Shoes,B07P6FJHHF,£52.93 - £60.50,Rieker,"Product Dimensions: 
12 x 22 x 34 cm; 800 Grams


Date First Available: 
16 Mar. 2019


Manufacturer: 
Rieker


ASIN: 
B07P5H186L


Item model number: 
53715-90


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41zqUVhYIFL.jpg, https://m.media-amazon.com/images/I/41ZKHO54CKL.jpg, https://m.media-amazon.com/images/I/41wLI+ZjcIL.jpg, https://m.media-amazon.com/images/I/414MEcjECWL.jpg, https://m.media-amazon.com/images/I/41+X8gBJPcL.jpg",N / A,Manmade,Ethylene Vinyl Acetate,Zip,1 centimetres,West,Medium
https://www.amazon.co.uk/dp/B08DJ748DY,DOGO Women's Sneaky Sneaker,B08DJ748DY,£66.00 - £104.02,Visit the DOGO Store,"Package Dimensions: 
30 x 18 x 10 cm; 619 Grams


Date First Available: 
27 Sept. 2020


Manufacturer: 
DOGO


ASIN: 
B08DJ9NC51


Item model number: 
dgs020-sny003


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41GXl0ENT6L.jpg, https://m.media-amazon.com/images/I/51rQRq03LmL.jpg, https://m.media-amazon.com/images/I/51YxbZ9fihL.jpg, https://m.media-amazon.com/images/I/413-3-QUy2L.jpg, https://m.media-amazon.com/images/I/41HbepvosfL.jpg, https://m.media-amazon.com/images/I/41hEj0pE2jL.jpg, https://m.media-amazon.com/images/I/51mInwhc8IL.jpg",Faux Leather,Polyester,Thermoplastic Elastomers,Lace-Up,3 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B08F5JQC26,Hotter Women's Alder Wide Pump,B08F5JQC26,£32.59 - £94.74,Visit the Hotter Store,"Product Dimensions: 
30 x 20 x 10 cm; 610 Grams


Date First Available: 
3 Aug. 2020


Manufacturer: 
Hotter


ASIN: 
B08F5K1JL6


Item model number: 
ALDRXE


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31xDiAiYHRL.jpg, https://m.media-amazon.com/images/I/41vlVKQLnQL.jpg, https://m.media-amazon.com/images/I/31PsjfaQiAL.jpg, https://m.media-amazon.com/images/I/318w+LnsALL.jpg, https://m.media-amazon.com/images/I/31w3k2-SzcL.jpg, https://m.media-amazon.com/images/I/31Ertql+zmL.jpg, https://m.media-amazon.com/images/I/312WaJRLykL.jpg",Smooth Leather,Synthetic,Rubber,Zip,2.3 centimetres,Low,Wide
https://www.amazon.co.uk/dp/B07NDL9DSZ,TBS Technisynthese Women's Brandy Tennis Shoes,B07NDL9DSZ,£77.30 - £81.50,TBS,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
33.6 x 17.4 x 11 cm; 600 Grams


Date First Available: 
1 Jun. 2016


Manufacturer: 
TBS


ASIN: 
B01GEDM55E


Item model number: 
40BRANDY--B7036


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Tennis Shoes']","https://m.media-amazon.com/images/I/31hJZQbEYpL.jpg, https://m.media-amazon.com/images/I/41csBd9Ak5L.jpg, https://m.media-amazon.com/images/I/31RyVK3bR+L.jpg, https://m.media-amazon.com/images/I/31OUMxosHDL.jpg, https://m.media-amazon.com/images/I/31Qsgbc-fnL.jpg, https://m.media-amazon.com/images/I/31-SruxI6-L.jpg, https://m.media-amazon.com/images/I/31K5gHk8icL.jpg",Leather,Textile,Rubber,Lace-Up,4.2 centimetres,Wedge,Normale
https://www.amazon.co.uk/dp/B00BIJ0P6G,Vans Unisex Kid's Atwood Canvas Sneaker,B00BIJ0P6G,£14.00 - £64.98,Visit the Vans Store,"Package Dimensions: 
26.6 x 13.4 x 10 cm; 907.18 Grams


Date First Available: 
13 Jan. 2014


Manufacturer: 
Vans


ASIN: 
B00BIJ0QUQ


Item model number: 
VN000KI5


Department: 
Unisex Kids","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41j0bGoiVhL.jpg, https://m.media-amazon.com/images/I/51COITPY-+L.jpg, https://m.media-amazon.com/images/I/41ZnvaG4xlL.jpg, https://m.media-amazon.com/images/I/41BM5mpaF2L.jpg, https://m.media-amazon.com/images/I/31Sb2OvsPuL.jpg, https://m.media-amazon.com/images/I/31Rt+2sn5ML.jpg, https://m.media-amazon.com/images/I/317dhiQp-sL.jpg",Canvas,Textile,Rubber,Lace-Up,1 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B077518YQY,Mustang Women's 5053-307-18 Low-Top Sneakers,B077518YQY,£34.57,Mustang,"Package Dimensions: 
33.27 x 19.05 x 12.7 cm; 200 Grams


Date First Available: 
30 Jan. 2018


ASIN: 
B079GBJTQJ


Item model number: 
1099-302


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/417PjXRRvgL.jpg, https://m.media-amazon.com/images/I/41OI2FZJEoL.jpg, https://m.media-amazon.com/images/I/41W52aJWK6L.jpg, https://m.media-amazon.com/images/I/41pBZMF6KKL.jpg, https://m.media-amazon.com/images/I/41r8qW0s0RL.jpg, https://m.media-amazon.com/images/I/41Sh+h7Y-JL.jpg, https://m.media-amazon.com/images/I/41OQSdKx3TL.jpg",Textile,Manmade,Rubber,Lace-Up,1 centimetres,Block,normal
https://www.amazon.co.uk/dp/B08C9JR9MW,CAPRICE Women's 9-9-24762-26 Sneaker,B08C9JR9MW,£26.65 - £75.17,CAPRICE,"Package Dimensions: 
30.8 x 18.8 x 11.6 cm; 1 Kilograms


Date First Available: 
7 July 2020


Manufacturer: 
Caprice


ASIN: 
B08C9VSH96


Item model number: 
9-9-24762-26


Department: 
Girl's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31E-q53yblL.jpg, https://m.media-amazon.com/images/I/21TMzqvZnjL.jpg, https://m.media-amazon.com/images/I/21Egc0ysDdL.jpg, https://m.media-amazon.com/images/I/31H4cG4ic5L.jpg, https://m.media-amazon.com/images/I/31gQflkCrTL.jpg",Patent Leather,Manmade,Ethylene Vinyl Acetate,Hatch,3.5 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/9958045591,Dunlop New Mens Velour Twin Gusset Slippers Gents Shoes Sizes UK 7 8 9 10 11 12,9958045591,£14.50 - £19.99,Visit the Dunlop Store,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
33 x 18 x 13 cm; 680 Grams


Date First Available: 
20 Mar. 2012


Manufacturer: 
Dunlop


ASIN: 
9958045451


Item model number: 
DMH7789


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Slippers']","https://m.media-amazon.com/images/I/41R3Z2FUMmL.jpg, https://m.media-amazon.com/images/I/41R3Z2FUMmL.jpg, https://m.media-amazon.com/images/I/41W2BhL6wEL.jpg, https://m.media-amazon.com/images/I/41F4OOmCvXL.jpg",Synthetic,Textile,Synthetic,Pull-On,1 inches,Flat,Regular
