url,title,asin,price,brand,product_details,breadcrumbs,images_list,Outer Material,Inner Material,Sole,Closure,Heel Height,Heel Type,Shoe Width
https://www.amazon.co.uk/dp/B0949NQHYG,Wrangler Women's Olivia Gymnastics Shoes,B0949NQHYG,£35.63 - £85.80,Visit the Wrangler Store,"Package Dimensions: 
30 x 24 x 12.5 cm; 870 Grams


Date First Available: 
13 May 2021


Manufacturer: 
WRANGLER


ASIN: 
B0949N23YB


Item model number: 
WL01600A


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31mQHdIa7HS.jpg, https://m.media-amazon.com/images/I/31FUuQycP4S.jpg, https://m.media-amazon.com/images/I/41Luvt7ZEzS.jpg, https://m.media-amazon.com/images/I/21nB1qdhCfS.jpg, https://m.media-amazon.com/images/I/31-NJyBNZkS.jpg, https://m.media-amazon.com/images/I/31Bw9qvbQ1S.jpg, https://m.media-amazon.com/images/I/31vlwaaDK3L.jpg",Leather,Canvas,Rubber,Lace-Up,1.5 centimetres,Chunky,Medium
https://www.amazon.co.uk/dp/B07G4CTZ43,TOMS Women's Carlo Sneaker,B07G4CTZ43,£20.49 - £105.15,Visit the TOMS Store,"Product Dimensions: 
30 x 20 x 10 cm; 340.19 Grams


Date First Available: 
5 Jan. 2019


Manufacturer: 
TOMS


ASIN: 
B07G4C1PS1


Item model number: 
10013285


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31w-O4nH9xS.jpg, https://m.media-amazon.com/images/I/41BoxJrjfkS.jpg, https://m.media-amazon.com/images/I/41fFfg4K-AS.jpg, https://m.media-amazon.com/images/I/41FWfmkIXxS.jpg, https://m.media-amazon.com/images/I/31m+-9T6BAS.jpg, https://m.media-amazon.com/images/I/31koUgdzvcS.jpg, https://m.media-amazon.com/images/I/419H9zoDnZL.jpg",Canvas,100% Cotton,"60.9 Textile, 39.1% Rubber/Plastic",Lace-Up,0.75 inches,No Heel,Medium
https://www.amazon.co.uk/dp/B07NZ67JQP,Sebago Men's Docksides Portland Waxed Boat Shoes,B07NZ67JQP,£79.99 - £141.00,Sebago,"Package Dimensions: 
33 x 20 x 11.5 cm; 1 Kilograms


Date First Available: 
30 Nov. 2018


Manufacturer: 
Sebago


ASIN: 
B07F7BWZ3P


Item model number: 
70000G0


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Boat & Deck Shoes']","https://m.media-amazon.com/images/I/41Cx3Lq5JtL.jpg, https://m.media-amazon.com/images/I/41J8Y-hOjQL.jpg, https://m.media-amazon.com/images/I/41hjnuO57eL.jpg, https://m.media-amazon.com/images/I/41xS0a2TeVL.jpg, https://m.media-amazon.com/images/I/31qpkgBRljL.jpg, https://m.media-amazon.com/images/I/31Eahj47SAL.jpg, https://m.media-amazon.com/images/I/41hmwdFVF1L.jpg",Leather,Leather,Rubber,lacing,1.2 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B07TVF6ZC2,Skechers Women's Ultra Groove Trainers,B07TVF6ZC2,£40.31 - £199.90,Visit the Skechers Store,"Batteries: 
1 Unknown batteries required.


Is Discontinued By Manufacturer: 
No


Date First Available: 
9 Sept. 2019


Manufacturer: 
Skechers


ASIN: 
B07TTDKR5L


Item model number: 
149019


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41K++i7MkEL.jpg, https://m.media-amazon.com/images/I/41-kV4u3HIL.jpg, https://m.media-amazon.com/images/I/41XDARWOqtL.jpg, https://m.media-amazon.com/images/I/31sdY-Ybo2L.jpg, https://m.media-amazon.com/images/I/41ruW0dLb2L.jpg, https://m.media-amazon.com/images/I/41R8+ZVT3cL.jpg, https://m.media-amazon.com/images/I/41Qphu27VqL.jpg",Synthetic,Textile,EVA,Lace-Up,45,No Heel,Medium
https://www.amazon.co.uk/dp/B08FRGSNQH,Think! Men's Lait_3-000361 Nachhaltige Wechselfußbett Sneaker,B08FRGSNQH,£57.18 - £178.28,Think!,"Package Dimensions: 
1 x 1 x 1 cm; 1 Kilograms


Date First Available: 
12 Aug. 2020


Manufacturer: 
Think!


ASIN: 
B08FRDX753


Item model number: 
3-000361


Department: 
Men's","['Shoes', ""Men's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31IgTrM0rYL.jpg, https://m.media-amazon.com/images/I/41Du9RV6jpL.jpg, https://m.media-amazon.com/images/I/41axcXe4dQL.jpg, https://m.media-amazon.com/images/I/219sM6ftEdL.jpg, https://m.media-amazon.com/images/I/31Cp2S5rX4L.jpg, https://m.media-amazon.com/images/I/31I-H3HV06L.jpg, https://m.media-amazon.com/images/I/31F6tNcwkRL.jpg",Velour/smooth leather,Leather Lining,Light rubber,Lace-Up,1.5 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B00NN8608C,"TBS Oxygen-c7, Women's Cross",B00NN8608C,£67.77 - £85.51,TBS,"Package Dimensions: 
34 x 17.4 x 10.8 cm; 599.99 Grams


Date First Available: 
19 Mar. 2015


Manufacturer: 
TBS Technisynthese


ASIN: 
B00NN8607S


Item model number: 
40oxygen77 17


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41tri1FBx0L.jpg, https://m.media-amazon.com/images/I/41nTetb0TfL.jpg, https://m.media-amazon.com/images/I/41x-KS9SbNL.jpg, https://m.media-amazon.com/images/I/31Oblv-pLDL.jpg, https://m.media-amazon.com/images/I/41r3Id4JOZL.jpg, https://m.media-amazon.com/images/I/31mN-cA+TTL.jpg, https://m.media-amazon.com/images/I/4137YLktDRL.jpg",Leather,Manmade,Synthetic,Lace-Up,3 centimetres,Flat,Normale
https://www.amazon.co.uk/dp/B09BF9BJXT,Womens Sneakers Lightweight Ladies Trainers Breathable Girls Running Shoes Daily Walking Outdoor Women's Fashion Mesh Wedge Sneakers Ladies Lace Up Casual Breathable Shoes,B09BF9BJXT,£11.88 - £14.68,HTGEWGIR,"Date First Available: 
29 July 2021


Manufacturer: 
HTGEWGIR


ASIN: 
B09BF9BJXT


Item model number: 
lady comfy shoe


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41uqJ-S71dL.jpg, https://m.media-amazon.com/images/I/41pgomYM6rL.jpg, https://m.media-amazon.com/images/I/51-fUhByysL.jpg, https://m.media-amazon.com/images/I/51Xik08-HIL.jpg, https://m.media-amazon.com/images/I/51SY78VR0oL.jpg, https://m.media-amazon.com/images/I/41PBa5ab+PL.jpg","Mesh,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.","【Super Light and Breathable】 Super light, breathable and flexible, just like socks. The breathable and smooth fabric provides great freedom and comfort. Let you enjoy vacation and travel.","【Rubber】Non slip rubber outsole, with good grip, arch support and traction, makes it more comfortable for walking,work,travel,trip and standing for a long time.","【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type.",2 centimetres,"No Heel，The durable fabric makes them a pair of comfortable and stylish slip on womens trainers, perfect design for daily walking and jogging.——（black shoe lace trainer black sneaker woman black walking shoe black walking shoe woman breathable shoe fitness sport shoe flat lace flat shoe lace flat woman lace up shoe woman lady black shoe lady flat shoe lady lightweight trainer lady running lady running trainer lady sneaker lady walking trainer ）",Medium
https://www.amazon.co.uk/dp/B07F6LXJ4T,Converse Unisex Adults Taylor Chuck 70 Ox Sneaker,B07F6LXJ4T,£45.00,Converse,"Item Weight: 
56.7 Grams


Date First Available: 
23 July 2008


Manufacturer: 
Converse


ASIN: 
B07DXZDQNH


Item model number: 
161446C


Department: 
Unisex","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41nL2sxQ7sL.jpg, https://m.media-amazon.com/images/I/516XclHbQ1L.jpg, https://m.media-amazon.com/images/I/51PIvzAAfkL.jpg, https://m.media-amazon.com/images/I/41GptYpDdQL.jpg, https://m.media-amazon.com/images/I/416zGIyq3fL.jpg, https://m.media-amazon.com/images/I/31oxyZMyNuL.jpg, https://m.media-amazon.com/images/I/41j5xsVftKL.jpg",Synthetic,Manmade,Synthetic,Lace-Up,1 millimetres,low,Medium
https://www.amazon.co.uk/dp/B08C9VSH96,CAPRICE Women's 9-9-24762-26 Sneaker,B08C9VSH96,£26.65 - £75.17,CAPRICE,"Package Dimensions: 
30.8 x 18.8 x 11.6 cm; 1 Kilograms


Date First Available: 
7 July 2020


Manufacturer: 
Caprice


ASIN: 
B08C9VSH96


Item model number: 
9-9-24762-26


Department: 
Girl's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31E-q53yblL.jpg, https://m.media-amazon.com/images/I/21TMzqvZnjL.jpg, https://m.media-amazon.com/images/I/21Egc0ysDdL.jpg, https://m.media-amazon.com/images/I/31H4cG4ic5L.jpg, https://m.media-amazon.com/images/I/31gQflkCrTL.jpg",Patent Leather,Manmade,Ethylene Vinyl Acetate,Hatch,3.5 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B09BRBHFG9,Casual Comfort Stretch Knitted Slip-on Women Sneakers Lightweight Breathable Mesh Low-top Trainers Cushioning Soft Bottom Outdoor Sports Shoes,B09BRBHFG9,£35.99,Jundao,"Date First Available: 
3 Aug. 2021


ASIN: 
B09BRBHFG9


Manufacturer reference: 
ch-shoes-1063026


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/412jpd7DCML.jpg, https://m.media-amazon.com/images/I/31o-kM1zQ3L.jpg, https://m.media-amazon.com/images/I/41h7cwYw34L.jpg, https://m.media-amazon.com/images/I/41T8MWb8hOL.jpg, https://m.media-amazon.com/images/I/51qfIhBQfYL.jpg",Textile,Mesh,Rubber,Pull On,3 centimetres,Flat,Normal
https://www.amazon.co.uk/dp/B001PEEH90,adidas Originals Men's Adilette Slide Sandals,B001PEEH90,£17.95 - £110.09,adidas Originals,"Is Discontinued By Manufacturer: 
No


Product Dimensions: 
20 x 20 x 20 cm; 400 Grams


Date First Available: 
7 Aug. 2010


Manufacturer: 
adidas


ASIN: 
B001PECCA6


Item model number: 
280647


Department: 
Unisex","['Shoes', ""Men's Shoes""]","https://m.media-amazon.com/images/I/31imlSMyDSS.jpg, https://m.media-amazon.com/images/I/41e6-xqi2aS.jpg, https://m.media-amazon.com/images/I/41J9heaHkRS.jpg, https://m.media-amazon.com/images/I/31pZmkaIkUS.jpg, https://m.media-amazon.com/images/I/31qZtRqzrsS.jpg, https://m.media-amazon.com/images/I/21jSH5BDvqS.jpg, https://m.media-amazon.com/images/I/31vdx4kNtNS.jpg",Rubber,Fabric,Rubber,Hook & Loop,2 centimetres,Flat,Medium unisex_eu
https://www.amazon.co.uk/dp/B07YL7QFL5,Maria Mare Women's 67625 Low-Top Sneakers,B07YL7QFL5,£15.10 - £60.70,Maria Mare,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
1 x 1 x 1 cm; 800 Grams


Date First Available: 
3 Oct. 2019


Manufacturer: 
Maria Mare


ASIN: 
B07YL7QFL5


Item model number: 
67625


Department: 
Girl's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41vLvCEcwnL.jpg, https://m.media-amazon.com/images/I/411T53fl9WL.jpg, https://m.media-amazon.com/images/I/41+pQjYxoLL.jpg, https://m.media-amazon.com/images/I/21UwpD9tvqL.jpg, https://m.media-amazon.com/images/I/31ySEUQZwBL.jpg, https://m.media-amazon.com/images/I/41L7Uov7o6L.jpg, https://m.media-amazon.com/images/I/41vphZHE2cL.jpg",Synthetic,Textile,Synthetic,Lace-Up,5 centimetres,Wedge,Medium
https://www.amazon.co.uk/dp/B091BDBQ5M,PortDance PD507 Women's Dance Shoes - Satin Dark Tan - 5 cm Straight - Made in Portugal,B091BDBQ5M,£126.87,PortDance,"Is Discontinued By Manufacturer: 
No


Date First Available: 
29 Mar. 2021


Manufacturer: 
PortDance


ASIN: 
B0919Q1NVW


Item model number: 
PD507


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes']","https://m.media-amazon.com/images/I/41P4+zthcqL.jpg, https://m.media-amazon.com/images/I/410C5j-+K7L.jpg, https://m.media-amazon.com/images/I/31qWbmqqpXL.jpg, https://m.media-amazon.com/images/I/41EA-+WoZvL.jpg",Satin / Glitter,Textile,Suede leather,Buckle,5 centimetres,Straight,Normal
https://www.amazon.co.uk/dp/B07WLG589X,Berkemann Women's Allissia Low-Top Sneakers,B07WLG589X,£34.41 - £145.51,Berkemann,"Package Dimensions: 
1 x 1 x 1 cm; 1 Kilograms


Date First Available: 
8 Aug. 2019


Manufacturer: 
Berkemann


ASIN: 
B07W5JNCHG


Item model number: 
5451


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41w6-GCBMHL.jpg, https://m.media-amazon.com/images/I/51UDas2036L.jpg, https://m.media-amazon.com/images/I/41TQ8DFm3lL.jpg, https://m.media-amazon.com/images/I/31rrRQscXeL.jpg, https://m.media-amazon.com/images/I/41MqTGI+bVL.jpg, https://m.media-amazon.com/images/I/418aDVg35FL.jpg, https://m.media-amazon.com/images/I/410In7DRcvL.jpg",Synthetic,Manmade,Ethylene Vinyl Acetate,Hook & Loop,1.6 centimetres,Wedge,Normal
https://www.amazon.co.uk/dp/B07D8B95HP,Dr. Martens Unisex-Adult Vegan 101 Classic Boots,B07D8B95HP,£136.98 - £212.19,Dr. Martens,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
34.54 x 23.11 x 12.7 cm; 1.18 Kilograms


Date First Available: 
11 July 2018


Manufacturer: 
Dr. Martens


ASIN: 
B07D86M5JW


Item model number: 
23984001


Department: 
Unisex Kids","['Shoes', ""Men's Shoes"", 'Boots']","https://m.media-amazon.com/images/I/315TIvHCUaL.jpg, https://m.media-amazon.com/images/I/31wsn-h-uZL.jpg, https://m.media-amazon.com/images/I/41m8WcNW-XL.jpg, https://m.media-amazon.com/images/I/314RZiwA9GL.jpg, https://m.media-amazon.com/images/I/31gNL6jFE5L.jpg, https://m.media-amazon.com/images/I/31LGvCCXNTL.jpg",Leather,Textile,Rubber,Lace-Up,1 inches,Block,Medium
https://www.amazon.co.uk/dp/B0949H418Z,ALCHARM Running Shoes Children's Sports Shoes Boys Girls Trainers Sports Shoes Indoor Shoes Lightweight Breathable Running Shoes Trainers for Boys Girls,B0949H418Z,£32.12,ALCHARM,"Date First Available: 
29 July 2021


ASIN: 
B09BG4KF49","['Shoes', ""Boys' Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/51Z3mXfUUPL.jpg, https://m.media-amazon.com/images/I/413jkkxYEWL.jpg, https://m.media-amazon.com/images/I/41PUkMSMBSS.jpg, https://m.media-amazon.com/images/I/418y1JMI+jL.jpg, https://m.media-amazon.com/images/I/51Ml-6w5NeS.jpg, https://m.media-amazon.com/images/I/51XutXjvFyL.jpg, https://m.media-amazon.com/images/I/41-jy43seuS.jpg","Mesh. These children's trainers made of high-quality material are breathable and sweat-absorbent, and keep your child's feet dry and comfortable.","Children with wider feet are recommended to buy a larger size. Textile. Comfortable and breathable, absorbs sweat.","SHOCK ABSORBING DESIGN - Our sole is equipped with shock absorption that prevents bone and muscle strain and protects children's knees, ankles and spine. With our shoe, the children can run freely and safely.",Velcro fastening. Children's trainers with Velcro closure are easy to put on and take off. Offer your child effective protection to prevent the problem of loosening or tripping during indoor outdoor sports.,3 centimetres,"These children's shoes feature a lightweight midsole and a rubber outsole for slip resistance, shock resistance and excellent comfort.",Schmal
https://www.amazon.co.uk/dp/B07SHZSL7X,Tamaris Women's 1-1-23745-24 Low-Top Sneakers,B07SHZSL7X,£26.58 - £84.66,Visit the Tamaris Store,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
31 x 21.4 x 10.6 cm; 940 Grams


Date First Available: 
2 Jun. 2019


Manufacturer: 
Tamaris


ASIN: 
B07SFYPNM6


Item model number: 
1-1-23745-26


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31pXvL2uROL.jpg, https://m.media-amazon.com/images/I/31Z61JAcu+L.jpg, https://m.media-amazon.com/images/I/31Aayt2VtqL.jpg, https://m.media-amazon.com/images/I/31MOTUHXqTL.jpg, https://m.media-amazon.com/images/I/31x+llF5PwL.jpg",Leather,Leather,Ethylene Vinyl Acetate,Lace-Up,4.5 centimetres,Wedge,Medium
https://www.amazon.co.uk/dp/B07QDNYNYZ,ASICS Women's Gel-Quantum 360 4 Running Shoes,B07QDNYNYZ,£70.88 - £336.22,ASICS,"Product Dimensions: 
20 x 49 x 5 cm; 350 Grams


Date First Available: 
22 May 2019


Manufacturer: 
Asics


ASIN: 
B07S1PHHXH


Item model number: 
1022A104


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Running Shoes', 'Road Running Shoes']","https://m.media-amazon.com/images/I/4181IUKmwsL.jpg, https://m.media-amazon.com/images/I/31VPPZsO8zL.jpg, https://m.media-amazon.com/images/I/41m8gXiBMkL.jpg, https://m.media-amazon.com/images/I/410QSL9d2zL.jpg, https://m.media-amazon.com/images/I/311ogQnVHhL.jpg, https://m.media-amazon.com/images/I/41998FNbMgL.jpg",Synthetic,Manmade,Rubber,Lace-Up,1 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B084FV24S6,SAGUARO Water Shoes Mens Womens Minimalist Barefoot Shoes Trail Running Shoes Rock Climbing Shoes for Fitness Trainers Walking Hiking,B084FV24S6,£34.32 - £38.69,Visit the SAGUARO Store,"Package Dimensions: 
30.5 x 15.2 x 8.3 cm; 350 Grams


Date First Available: 
24 Jan. 2020


ASIN: 
B083FCB5JM


Item model number: 
Wasserpot-29


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Water Shoes']","https://m.media-amazon.com/images/I/41vglKDroYL.jpg, https://m.media-amazon.com/images/I/41XnW6vb1CL.jpg, https://m.media-amazon.com/images/I/41mMAcokXjL.jpg, https://m.media-amazon.com/images/I/41VBHXfH+gL.jpg, https://m.media-amazon.com/images/I/41iKDPS6NdL.jpg, https://m.media-amazon.com/images/I/51u9fNf7nxL.jpg, https://m.media-amazon.com/images/I/41k+CWt4AyL.jpg","Synthetic. The upper is elastic and flexible, it wraps well to the foot even without the insole. The shoes are super comfortable, they feel like form fitting socks with soles.","Synthetic. The insole is soft and removable. Due to the soft inserts, the shoes are also suitable for longer runs.","Gum Rubber. Anti-skid rubber sole offers strong grip, and it is firm enough to protect your feet from pebbles, rocks and rough floor.","Elastic straps. Depending on the width of the foot, quickly adjust the elastic shoes and avoid the discomfort of tying your shoes.",0.5 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B07WBX9YWM,Ladies Peep Toe Mary Jane Mid Heel Latin Tango Cha-Cha Ballroom Dance-Shoes Disco Salsa Jazz,B07WBX9YWM,£27.90,Salabobo,"Item Weight: 
907.18 Grams


Date First Available: 
8 Aug. 2019


ASIN: 
B07W5T5BYC


Item model number: 
1001


Department: 
Girl's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes']","https://m.media-amazon.com/images/I/51IIH0Huf9L.jpg, https://m.media-amazon.com/images/I/51waFBOFfTL.jpg, https://m.media-amazon.com/images/I/51Ur3m29j9L.jpg, https://m.media-amazon.com/images/I/41-cZCi8naL.jpg, https://m.media-amazon.com/images/I/41pD8RdGjsL.jpg",Polyurethane,Fur,Suede,Buckle,3 inches,Kitten,Normal
https://www.amazon.co.uk/dp/B08H89KCZ4,Kickers Unisex's Rebeki Sneaker,B08H89KCZ4,£26.69 - £93.22,Visit the Kickers Store,"Package Dimensions: 
31 x 19.7 x 11.4 cm; 1 Kilograms


Date First Available: 
2 Sept. 2020


Manufacturer: 
Kickers


ASIN: 
B08H8DGZBC


Item model number: 
858190-50-4


Department: 
Unisex","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/31e4z85bHkL.jpg, https://m.media-amazon.com/images/I/41Rkqg5GHoL.jpg, https://m.media-amazon.com/images/I/41TiNaQQawL.jpg, https://m.media-amazon.com/images/I/21PyNDrX9ZL.jpg, https://m.media-amazon.com/images/I/31+gZwEP4NL.jpg, https://m.media-amazon.com/images/I/31TcInEAWtL.jpg, https://m.media-amazon.com/images/I/31YDApHYAsL.jpg",Smooth Leather,Manmade,100% Thermopropyl,Lace-Up,1 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B0829DP9SF,Skechers Womens Ultra Flex 2.0 Pink Trainer,B0829DP9SF,£99.74 - £137.00,Visit the Skechers Store,"Product Dimensions: 
1 x 1 x 1 cm; 600 Grams


Date First Available: 
24 Aug. 2020


Manufacturer: 
Skechers


ASIN: 
B0829DL6KS


Item model number: 
149185


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41WLOhlpinL.jpg, https://m.media-amazon.com/images/I/510raMEkl0L.jpg, https://m.media-amazon.com/images/I/31-C+QtON7L.jpg, https://m.media-amazon.com/images/I/21Kwa+uswEL.jpg, https://m.media-amazon.com/images/I/41SnC1kO4mL.jpg, https://m.media-amazon.com/images/I/41xnwPywMNL.jpg, https://m.media-amazon.com/images/I/41aR43zuCcL.jpg",Synthetic,Manmade,EVA,Pull On,35,Flat,Medium
https://www.amazon.co.uk/dp/B07FN1ZFDT,Boys Startrite Hard Wearing School Shoes Bolt,B07FN1ZFDT,£44.99 - £51.75,Visit the Start-rite Store,"Date First Available: 
17 July 2018


Manufacturer: 
Startrite


ASIN: 
B07FMZBMTD


Department: 
Boy's","['Shoes', ""Boys' Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41KP2KOvoKL.jpg, https://m.media-amazon.com/images/I/319rKNfAJ3L.jpg, https://m.media-amazon.com/images/I/31z4k38XzqL.jpg, https://m.media-amazon.com/images/I/41jq60zLXDL.jpg, https://m.media-amazon.com/images/I/41i16vjh2JL.jpg, https://m.media-amazon.com/images/I/41jsXOnB+EL.jpg",Leather,Textile,Other materials,Hook & Loop,1 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B09BF6ML4X,Womens Sneakers Lightweight Ladies Trainers Breathable Girls Running Shoes Daily Walking Outdoor Fashion Women Mesh Casual Lace-Up Sport Shoes Runing Breathable Shoes Sneakers,B09BF6ML4X,£13.78,HTGEWGIR,"Date First Available: 
29 July 2021


Manufacturer: 
HTGEWGIR


ASIN: 
B09BF6FHH8


Item model number: 
ladies wide fit trainers","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41fv-U8Mh9L.jpg, https://m.media-amazon.com/images/I/41v5zOCKtrL.jpg, https://m.media-amazon.com/images/I/51L0hvVqIML.jpg, https://m.media-amazon.com/images/I/51ysXBXoHwL.jpg, https://m.media-amazon.com/images/I/41QlLSjxuwL.jpg, https://m.media-amazon.com/images/I/51BVNFjXLCL.jpg, https://m.media-amazon.com/images/I/41tdqBrxtWL.jpg","Mesh,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.","【Super Light and Breathable】 Super light, breathable and flexible, just like socks. The breathable and smooth fabric provides great freedom and comfort. Let you enjoy vacation and travel.","【Rubber】Non slip rubber outsole, with good grip, arch support and traction, makes it more comfortable for walking,work,travel,trip and standing for a long time.","【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type.",3 centimetres,"Cone Heel，The durable fabric makes them a pair of comfortable and stylish slip on womens trainers, perfect design for daily walking and jogging.——（black shoe lace trainer black sneaker woman black walking shoe black walking shoe woman breathable shoe fitness sport shoe flat lace flat shoe lace flat woman lace up shoe woman lady black shoe lady flat shoe lady lightweight trainer lady running lady running trainer lady sneaker lady walking trainer ）",Medium
https://www.amazon.co.uk/dp/B078TMWYC6,Skechers Women's Skyline-Aglow Trainers,B078TMWYC6,£92.25 - £155.80,Visit the Skechers Store,"Is Discontinued By Manufacturer: 
No


Package Dimensions: 
30.2 x 19.2 x 11.4 cm; 222.26 Grams


Date First Available: 
27 July 2018


Manufacturer: 
Skechers


ASIN: 
B078TMWYC6


Item model number: 
13041


Department: 
Girl's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/419hh6KOnIL.jpg, https://m.media-amazon.com/images/I/51GNNbdPPVL.jpg, https://m.media-amazon.com/images/I/41PEFkZRmrL.jpg, https://m.media-amazon.com/images/I/31iH6fis3xL.jpg, https://m.media-amazon.com/images/I/41JRjkGvxeL.jpg, https://m.media-amazon.com/images/I/41ChTSsnaqL.jpg, https://m.media-amazon.com/images/I/31Qg9zRbrqL.jpg",Synthetic,Textile,Ethylene Vinyl Acetate,Pull On,3 centimetres,Flat,Medium
https://www.amazon.co.uk/dp/B07XVSQJDD,Skechers Women's Skech-air Element 2.0-Dance T Trainers,B07XVSQJDD,£48.53 - £166.75,Visit the Skechers Store,"Package Dimensions: 
25.9 x 18.03 x 9.9 cm; 703 Grams


Date First Available: 
13 Sept. 2019


Manufacturer: 
Skechers


ASIN: 
B07TWHZM27


Item model number: 
149042


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41JO-6S4HrL.jpg, https://m.media-amazon.com/images/I/51+v-0onTGL.jpg, https://m.media-amazon.com/images/I/4158UnU1uEL.jpg, https://m.media-amazon.com/images/I/31Gd-3ECMOL.jpg, https://m.media-amazon.com/images/I/41QoYSHSyzL.jpg, https://m.media-amazon.com/images/I/416xUAhe2HL.jpg, https://m.media-amazon.com/images/I/41Awf0C+JbL.jpg",Synthetic,Textile,EVA,Lace-Up,35,Low,Medium
https://www.amazon.co.uk/dp/B08KDSM58G,Laura Vita Women's Hocimalo 271 Sneaker,B08KDSM58G,£30.17 - £88.43,Laura Vita,"Package Dimensions: 
30 x 25 x 12 cm; 1.1 Kilograms


Date First Available: 
29 Sept. 2020


Manufacturer: 
LAURA VITA


ASIN: 
B08KDMHPN9


Item model number: 
HOCIMALO 271


Department: 
Women's","['Shoes', ""Women's Shoes"", 'Fashion & Athletic Trainers', 'Fashion Trainers']","https://m.media-amazon.com/images/I/41wsZuoNrxS.jpg, https://m.media-amazon.com/images/I/51SDnepRVmS.jpg, https://m.media-amazon.com/images/I/417CEsJXUKS.jpg, https://m.media-amazon.com/images/I/31CCb9CSUTS.jpg, https://m.media-amazon.com/images/I/41-p6xUsr6S.jpg, https://m.media-amazon.com/images/I/417yi2zjvES.jpg, https://m.media-amazon.com/images/I/41oPJE+oLdS.jpg",smooth_leather,"Leather, canvas.",Rubber,Lace-Up,1 centimetres,Flat,Medium
